category,creator,last_updated,launched,min_version,price_minecoins,rating_count,rating_value,tags,title,uid,url
Minecraft Mash-Up,Pathway Studios,,,,,6346,4.4,"Brand-new survival city-building system & quests,Role-play as a firefighter, police officer & more!,Hundreds of custom blocks to build roads & skyscrapers,Travel on a huge railroad system,Skin,City Builder,City,Building",City Builder Mash-up,,https://chunk.gg/@pathway-studios/city-builder-mash-up
Minecraft Mash-Up,Float Studios,,,,,6802,4.7,"Explore Pink, Wood and The End levels!,Discover Level 94 and The Windows secret levels!,Escape The Stomper and Hound entities!,Jump scares!,Befriend Kitty!,Find keys!,Beat friends' scores!,Collect hidden notes!,Scary,Horror,Monster,Secret,Hidden,Escape,Halloween",The Backrooms Pink Dreams,,https://chunk.gg/@float-studios/the-backrooms-pink-dreams
Minecraft Mash-Up,4KS Studios,,,,,92885,4.4,"Block,Cool,Fun",Skyblock One Block,,https://chunk.gg/@4ks-studios/skyblock-one-block
Minecraft Mash-Up,4KS Studios,,,,,16520,4.6,"Sonic Blaster, Halo Blaster, and more,Perfect for PvP,Multiplayer,3D Weapons,Watch the TRAILER!,Futuristic,Craftable Weapons,Fun,Cool",Laser Blasters,,https://chunk.gg/@4ks-studios/laser-blasters
Jurassic World Adventures by Syclone Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,Syclone Studios,,,,,6410,4.2,"Adventures,Cinematic,Dinosaurs,Science,Vehicles,Movie,Celebrity",Jurassic World Adventures,,https://chunk.gg/@syclone-studios/jurassic-world-adventures
Minecraft Mash-Up,Gamemode One,,,,,1571,4.3,"Science Fiction,Exploration,Nature,Aliens,Movie",Avatar: Rites of Passage,,https://chunk.gg/@gamemode-one/avatar-rites-of-passage
Minecraft Mash-Up,Gamemode One,,,,,239267,4.7,"Abominations and Constructs now cause damage to players.,Chests now spawn if you complete a level when the timer hits 00:00,Battle,Dungeon Crawler,Magic,Infinity,Dungeons,Advanced,Fantasy,Monster",Spellrune,,https://chunk.gg/@gamemode-one/spellrune
Minecraft Mash-Up,Cyclone,,,,,28070,4.6,"Movie,Animated,Comedy",Minions,,https://chunk.gg/@cyclone/minions
Minecraft Mash-Up,Cyclone,,,,,20491,4.5,"33 unique companions to care for,Customize your tiny friend with 18 adorable costumes,Interact with your pet using 17+ new pet items,Pets,Cute,Animals,Funny",Pets Collection,,https://chunk.gg/@cyclone/pets-collection
Minecraft Mash-Up,Mythicus,,,,,23600,4.5,"A world border!,24 levels!,Survival, with a twist!,Adventures,Challenge,Competition,Games,Infinity,Lucky,Teen",SURVIVAL BUT THE WORLD EXPANDS,,https://chunk.gg/@mythicus/survival-but-the-world-expands
Minecraft Mash-Up,Dodo Studios,,,,,51407,4.7,"Break the one block to receive new blocks and loot,Build out your one block base,Tutorial for players who are new to one block,Multiplayer friendly,Fun,Funny,Base Building,Building",ONE BLOCK!,,https://chunk.gg/@dodo-studios/one-block
Minecraft Mash-Up,Heropixel Games,,,,,607,4.1,"Better 3D armor!!!,Perfect for survival, PvP and building,Medieval texture pack,Beautiful atmosphere,3 knight skins + 2 dragon skins,Armor,Custom Armor,Texture,Medieval,Fantasy,Ore,Epic,Advanced",3D Armor,,https://chunk.gg/@heropixel-games/3d-armor
Animal Kingdom Mash-Up by Cyclone | CHUNK - Minecraft Bedrock Marketplace Explorer,Cyclone,,,,,1184,4.4,"Unique animal mobs and resource pack to personalize your own world,Immersive custom music and fun animal skins,Animals,Texture,Fantasy,Cute,Stylized",Animal Kingdom Mash-Up,,https://chunk.gg/@cyclone/animal-kingdom-mash-up
Minecraft Mash-Up,CrackedCubes,,,,,680,4.4,"Large unique open world dairy farm with custom cows,Complete six lessons about milk production, farming technology, and life on the farm,Unique models, machines and vehicles, including tractors and a crop duster,Animals,Exploration,Farm,Farming,Pixel Art,Technology,Vehicles,Texture",Dairycraft,,https://chunk.gg/@crackedcubes/dairycraft
Minecraft Mash-Up,Hermitcraft,,,,,72074,4.8,"Base Building,Cooperation,Sandbox,Secret",Hermitcraft Season 9 Map,,https://chunk.gg/@hermitcraft/hermitcraft-season-9-map
Minecraft Mash-Up,Float Studios,,,,,14735,4.7,"NEW! After Party Level + Parking Level!,Explore the Poolrooms, Level Fun,Avoid the Partygoer entity!,Collect keys from each level to escape!,Almond water, Neon water & Poolstone items.,Compare your score with friends!,2 NEW levels!,Afterparty,Explore the Level Party after the party has ended!,Parking Garage,Get lost in the eerie empty Parking Garage!,6 NEW notes to find!,Prefer the vanilla experience? Choose the version you want to play!,Escape,Horror,Monster,Scary,School,Secret,Party,Halloween",The Backrooms Party Time,,https://chunk.gg/@float-studios/the-backrooms-party-time
Minecraft Mash-Up,Next Studio,,,,,8099,4.5,"15 UNIQUE and POWERFUL blades with distinct skills,5 ORIGINAL MONSTERS with distinct features,MYSTERIOUS Eastern architectures,Craftable Weapons,Japan,Ghost,Demon,Monster,Boss Fights,Fighting,Anime",Demon Slayer Blades,,https://chunk.gg/@next-studio/demon-slayer-blades
Minecraft Mash-Up,Shapescape,,,,,339,4.2,"Cartoon,Classic,Movie,Cute",Smurfs,,https://chunk.gg/@shapescape/smurfs
Minecraft Mash-Up,Overtales Studio,,,,,1435,4.6,"19 main houses and over 250 unique buildings,Highly detailed, fully furnished, and functional interiors,Various automatic farms and workshops,Various useful facilities,Many interesting areas waiting to be explored,Perfect for multiplayer survival and roleplay,Modern,City,Furniture,Building,House,Life,Minimalist,Beautiful",Modern City,,https://chunk.gg/@overtales-studio/modern-city
Minecraft Mash-Up,Float Studios,,,,,308,4.6,"Explore Level Fun, Waiting Rooms and Sewer levels!,Discover 4 secret levels!,Escape The Skin Stealer and Smilers.,Find 30 notes!,Multiple Endings!,Dark,Escape,Halloween,Horror,Monster,Scary,Skin,Japan",The Backrooms Darkness,,https://chunk.gg/@float-studios/the-backrooms-darkness
Minecraft Mash-Up,Mythicus,,,,,4845,4.1,"Multiplayer,8 skins,25 vehicles,10 achievements,City,Furniture,Modern,Skin,Teen,Tropical,Vehicles,Holiday",Furniture Mashup,,https://chunk.gg/@mythicus/furniture-mashup
Minecraft Mash-Up,Team Visionary,,,,,357,4.6,"1.16 fantasy texture pack,8 skins,Fantasy storyline,Skin,Story,Monster,Fairies,Fantasy",Starlight Fairytale,,https://chunk.gg/@team-visionary/starlight-fairytale
Monsters and Robots Mash-Up by Cyclone | CHUNK - Minecraft Bedrock Marketplace Explorer,Cyclone,,,,,3444,4.6,"Includes a one-of-a-kind sci-fi texture pack to build your own secret base,Battle the robot dragon for the ultimate survival challenge!,Suit up as a scientist or monster with 8 skins,Robots,Texture,Pixel Art,Exploration,Aliens,Art,Science Fiction",Monsters and Robots Mash-Up,,https://chunk.gg/@cyclone/monsters-and-robots-mash-up
Minecraft Mash-Up,Cyclone,,,,,708,4.6,"6 mob skins,Massive city to explore,Modern resource pack for your own world,Cute,Cartoon,Modern,Vehicles,Cars,City",MOB CITY Mash-up,,https://chunk.gg/@cyclone/mob-city-mash-up
Minecraft Mash-Up,CubeCraft Games,,,,,957,4.6,"Blue-themed GUIs,Low fire,Short swords,Custom Skybox,Cute Sniffer & Camel textures,Supports 1.20: Trails & Tales Update!,Battle,Gaming,Sky,Texture,Bright,Colorful,Fighting",Zeus 16x PvP Pack,,https://chunk.gg/@cubecraft-games/zeus-16x-pvp-pack
Minecraft Mash-Up,Heropixel Games,,,,,310,4.2,"Robotic animals and mobs,Block variations and animations,SCI-FI UI design,Attention to detail,Mechanical sound effects,Futuristic blocks, items and more...,- Use this texture pack in YOUR WORLD!,- Watch the trailer! ++,Robots,Technology,Modern,Glowing,Science Fiction,Cyberpunk,Custom Mobs",SCI-FI Robots,,https://chunk.gg/@heropixel-games/sci-fi-robots
Ultra Realistic Texture Pack by Cyclone | CHUNK - Minecraft Bedrock Marketplace Explorer,Cyclone,,,,,2476,4.2,"Texture,Animals,Realistic,High Definition,Medieval",Ultra Realistic Texture Pack,,https://chunk.gg/@cyclone/ultra-realistic-texture-pack
Minecraft Mash-Up,In Mine,,,,,3354,4.1,"Supports The Trails & Tales update!,Volumetric Fog,Custom 3D Tools and Weapons,Block Textures Variations,2400+ Finely Crafted Texture Files!,Developed all of Trails & Tales update textures,Added new types of volumetric fog,New screenshots, New panorama,New Campfire smoke,Fixed Various errors and other tweak,Custom Tools,Fancy,Medieval,Realistic,Texture,Beautiful,Colorful,Fantasy",Medieval,,https://chunk.gg/@in-mine/medieval
Ultimate Textures 8x8 by Glowfischdesigns | CHUNK - Minecraft Bedrock Marketplace Explorer,Glowfischdesigns,,,,,214,4.2,"Atmospheric Fog!,3D Moon and Sun!,Tons of Custom Mobs!,Full custom UI!,Low Fire, PVP ready!,12 Bundled Skins!,Beautiful,Cartoon,Colorful,Cube,Cute,Low Resolution,Pixel Art,Stylized",Ultimate Textures 8x8,,https://chunk.gg/@glowfischdesigns/ultimate-textures-8x8
Minecraft Mash-Up,Odd Block,,,,,3061,4.5,"Meet alien creatures and fight against space robots!,Turn your Minecraft's worlds into alien landscapes!,3D armors!,Custom sounds and epic music by Stellardrone!,Aliens,Futuristic,Laboratory,Science,Science Fiction,Space",Star Odyssey: Beyond Space,,https://chunk.gg/@odd-block/star-odyssey-beyond-space
Minecraft Mash-Up,Giggle Block Studios,,,,,305,4.6,"Baked and brittle textures,Colorful candy drop decorations,Icing covered mobs,Christmas,Winter,Festival,Food,Seasonal,Colorful,Decorate",Gingerbread Town,,https://chunk.gg/@giggle-block-studios/gingerbread-town
Backrooms Textures by Heropixel Games | CHUNK - Minecraft Bedrock Marketplace Explorer,Heropixel Games,,,,,3723,4.2,"The Backrooms Textures,Custom Creatures,Scary Resource Pack!,1.20 Trails & Tales Update!,Horror,Scary,Spooky,Creatures,Texture,Hidden,Escape,Infinity",Backrooms Textures,,https://chunk.gg/@heropixel-games/backrooms-textures
Minecraft Mash-Up,GoE-Craft,,,,,171,3.9,"Epic 128x/64x HD textures,Deep shades feeling,Animated leaves and plants,Block variants,Fog effects,Faithful to vanilla,Realistic skies,Perfect survival, PVP and creative city building,Custom UI,City,City Builder,Custom Mobs,Decorate,Furniture,Modern,Realistic,High Resolution",Modern Realism x128 / x64,,https://chunk.gg/@goe-craft/modern-realism-x128-x64
Minecraft Mash-Up,GoE-Craft,,,,,317,3.9,"Outstanding quality 128x, 64x,Realism sky,Block variants,Animated blocks,3D fog,Custom UI,Intense details,Faithful to vanilla with a realistic twist,Perfect for medieval builds,Only resource pack included,Medieval,Realistic,High Resolution,Aquatic,Nether,Ender,Custom Armor,Nature",Medieval Realism 128x / 64x,,https://chunk.gg/@goe-craft/medieval-realism-128x-64x
Minecraft Mash-Up,Panascais,,,,,5128,4.6,"Many levels (NEW: Poolrooms),Terrifying entities,Heart-pounding jump scares,Cutscenes and collectibles,8 Languages,NEW LEVEL: The Poolrooms (Level 37) + rideable floaties & functioning waterslides!,Added new point of interest rooms to Level 0,Greatly increased the size of Level 188,New languages: Spanish, Brazilian Portuguese, Russian, German, Turkish, French and Italian,Creatures,Escape,Halloween,Horror,Infinity,Monster,Scary,Secret",The Backrooms (Found Footage),,https://chunk.gg/@panascais/the-backrooms
Minecraft Mash-Up,Pickaxe Studios,,,,,74669,4.6,"1.20 blocks,Sky block challenge,Search lucky blocks one by one,Block,Lucky,Sky,Trend,Advanced,Collect",ONE BLOCK [?],,https://chunk.gg/@pickaxe-studios/one-block-3
Minecraft Mash-Up,Starfish Studios,,,,,3143,4.4,"Island,Exploration,Animation,Movie",Moana 2,,https://chunk.gg/@starfish-studios/moana-two
Minecraft Mash-Up,Everbloom Games,,,,,1426,4.4,"3rd person hack and slash style combat like you've never seen before,Epic boss fights,Immersive story adventure,Battle,Episodic,Linear,Mutant,Story,Voice Over,Zombies,Dungeon Crawler",Mutant Zombie Dungeons,,https://chunk.gg/@everbloom-games/mutant-zombie-dungeons
Minecraft Mash-Up,Logdotzip,,,,,4792,4.7,"New world creation is random seed!,35+ Custom Hearts,Extended inventory,Fully voiced by Craftee,Added 6 new SUPER HEARTS!,Added new Super Heart blocks,Added new post-game content,Super Heart Ore generates underground,Updated for 1.21.70,Fixed a bug that caused the Mineshaft Heart power to despawn on use,Crafting,Custom Consumables,Custom Creatures,Dynamic World,Friends,Gamer,Procedural Generation,Random",Craftee’s Custom Hearts [DX] v1.1,,https://chunk.gg/@logdotzip/craftees-custom-hearts-dx-v1-1
Minecraft Mash-Up,Noxcrew,,,,,18037,4.7,"Superhero,Urban,Detective,Adventures",Batman,,https://chunk.gg/@noxcrew/batman
Minecraft Mash-Up,MelonBP,,,,,35081,4.3,"Block,Sky,Lucky",One Block [?],,https://chunk.gg/@melonbp/one-block
Minecraft Mash-Up,StacyPlays,,,,,10037,4.7,"47 Mystic Wolves to discover and tame with special bones,Some drop useful items like nametags or diamonds!,Some give you a speed boost or even explode!,Watch out! Some of them are hostile!,Inspired by the Mystic Mesa YouTube series,New wolf: Amethyst Wolf!,Mystic Wolves can now wear wolf armor!,Mystic Wolves can now be bred with wolves of the same type!,Torch Wolf and Furnace Wolf now light up the area around them.,World updated to 1.21.50.,Minor tweaks and bug-fixes.,Pets,Custom Mobs,Magic,Mystical Creatures,Mythical,Cute,Animals,Dog",Mystic Wolves,,https://chunk.gg/@stacyplays/mystic-wolves
Minecraft Mash-Up,Hielke Maps,,,,,27958,4.6,"Parkour that is fun for everyone!,Many unique level themes!,Multiplayer friendly!,10 Easter eggs to find!,Ranking system for added replayability!,Fully remastered levels: Every single level of the Parkour Spiral has been carefully overhauled!,Added 10 Easter eggs for you to find!,Your time will now automatically pause when standing still.,Now localized in most languages!,Replay Value,Exploration,Diverse Biomes,Relaxing",Parkour Spiral,,https://chunk.gg/@hielke-maps/parkour-spiral
Minecraft Mash-Up,Noxcrew,,,,,7732,4.6,"Wear any of 5 Mermaid Tails and a secret 6th...,Decorate your home with 70+ pieces of furniture,Ride on Dolphins, Seahorses and Orcas,Discover sunken artifacts of human civilisations,Underwater,Princess,Casual,Palace,Base,Furniture,Aquatic,Toolbox",Mermaid Life,,https://chunk.gg/@noxcrew/mermaid-life
Minecraft Mash-Up,Spark Universe,,,,,17891,4.4,"CRAFT 100+ NEW ITEMS,TAME 50+ DRAGONS (Realistic Flying),30+ NEW 3D WEAPONS, PORTALS & TNT,NEW MONSTERS, PETS & ANIMALS,BOSS FIGHTS (Dungeons),FURNITURE, LUCKY BLOCKS & NEW FOODS,PLANES, BOATS & CARS,Update 1.6: InsaneCraft is now updated to 1.21!, Various Improvements & Bug Fixes,Update 1.5: The Weapons Update,Update 1.3: The Pets Update Update 1.1, 1.2,,and 1.4: Various Bug Fixes,Block,Boss Fights,Craftable Blocks,Craftable Furniture,Craftable Weapons,Dragons,Lucky,Pets",InsaneCraft Pack,,https://chunk.gg/@spark-universe/insanecraft-pack
Minecraft Mash-Up,Jigarbov Productions,,,,,365664,4.5,"Explore both the 2018 and the 2017 logos.,Complete both monuments, 32 blocks to find!,Explore this CTM solo or in multiplayer.,FREE! Gratis!,Discover a new island and expanded areas, featuring the latest Minecraft additions.,Now includes all the pottery sherds, banner patterns, and more!,Abstract,Custom Terrain,Unforgiving,Difficult",Abstraction: MINECON EARTH,,https://chunk.gg/@jigarbov-productions/abstraction-minecon-earth
Minecraft Mash-Up,MelonBP,,,,,8453,4.3,"Custom Blocks,Block,Craftable Blocks",One Block + (or One Block),,https://chunk.gg/@melonbp/one-block-plus-or-one-block
Minecraft Mash-Up,Syclone Studios,,,,,4089,4.6,"Fixed slow vehicle speed bug on PlayStation®.,Vehicles now cause damage to Decepticons.,Added collectible artworks that can be found in missions.,Robots,Cartoon,Retro,Science Fiction,Animation",Transformers,,https://chunk.gg/@syclone-studios/transformers
Minecraft Mash-Up,4KS Studios,,,,,19834,4.6,"Combine weapons!,Secret doors!,Overpowered weapons and items!,Multiplayer,Craftable Weapons,Craftable Armor,Craftable Pets,Custom Armor,Custom Tools,Craftable Tools",COMBINE ITEMS,,https://chunk.gg/@4ks-studios/combine-items
Minecraft Mash-Up,4KS Studios,,,,,48562,4.3,"150 furniture options,5 furniture colors,Easy furniture tools,Furniture,Craftable Furniture,Decorate",FURNITURE+,,https://chunk.gg/@4ks-studios/furniture-plus
Minecraft Mash-Up,Mod Block,,,,,15419,4.4,"Sky,Block,Challenge,Island,Infinity,Games,Loot,Craftable Weapons",One Block,,https://chunk.gg/@mod-block/one-block
Minecraft Mash-Up,Gamemode One,,,,,37572,4.7,"Tame a flying bison and explore the world from new heights!,Collect saddles and equip them on your flying bison.,Your flying bison will grow as you play and interact with them.,Animation,Martial Arts,Fantasy",Avatar Legends,,https://chunk.gg/@gamemode-one/avatar-legends
Stampy’s Lovely World by 4J Studios | CHUNK - Minecraft Bedrock Marketplace Explorer,4J Studios,,,,,8816,4.9,"Includes 100+ attractions in Stampy’s Funland!,Visit the town and discover its many shops and activities!,Explore locations where memories were made!,Adventures,Amusement Park,Fun,Classic,Cat,Games,Story",Stampy’s Lovely World,,https://chunk.gg/@4j-studios/stampys-lovely-world
Minecraft Mash-Up,Next Studio,,,,,49051,4.6,"Ancient Chinese Mythical Stories,Custom models, creatures, items,Adventures,Boss Fights,Cool,Epic,Fantasy,Lunar New Year,Mythical",WUKONG：UPROAR IN HEAVEN,,https://chunk.gg/@next-studio/wukonguproar-in-heaven
"[
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""BreadcrumbList"",
    ""itemListElement"": [
      {
        ""@type"": ""ListItem"",
        ""position"": 1,
        ""name"": ""Everbloom Games"",
        ""item"": ""https://chunk.gg/@everbloom-games""
      },
      {
        ""@type"": ""ListItem"",
        ""position"": 2,
        ""name"": ""WDW Magic Kingdom Adventure"",
        ""item"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure""
      }
    ]
  },
  {
    ""@context"": ""https://schema.org"",
    ""@type"": ""Product"",
    ""name"": ""WDW Magic Kingdom Adventure"",
    ""description"": ""An authentic recreation of Walt Disney World Magic Kingdom! Experience beloved attractions, meet iconic Disney and Pixar characters, and celebrate the 50th anniversary of Walt Disney World with a spectacular fireworks show. With 25 skins included and special in-game merchandise, you can celebrate in style! By Everbloom Games."",
    ""keywords"": [
      ""wdw"",
      ""magic"",
      ""kingdom"",
      ""adventure"",
      ""authentic"",
      ""recreation"",
      ""walt"",
      ""disney"",
      ""world"",
      ""experience"",
      ""beloved"",
      ""attractions"",
      ""meet"",
      ""iconic"",
      ""pixar"",
      ""characters"",
      ""celebrate"",
      ""50th"",
      ""anniversary"",
      ""spectacular"",
      ""fireworks"",
      ""show"",
      ""skins"",
      ""included"",
      ""special"",
      ""in-game"",
      ""merchandise"",
      ""style"",
      ""everbloom"",
      ""games"",
      ""animated"",
      ""casual"",
      ""fantasy""
    ],
    ""sku"": ""1e2123b3-ce00-4262-a979-9f407c2a1570"",
    ""productID"": ""1e2123b3-ce00-4262-a979-9f407c2a1570"",
    ""mainEntityOfPage"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
    ""identifier"": {
      ""@type"": ""PropertyValue"",
      ""name"": ""Minecraft Marketplace ID"",
      ""value"": ""1e2123b3-ce00-4262-a979-9f407c2a1570""
    },
    ""releaseDate"": ""2021-11-16T18:00:00.000Z"",
    ""isFamilyFriendly"": true,
    ""brand"": {
      ""@type"": ""Brand"",
      ""name"": ""Everbloom Games""
    },
    ""offers"": [
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
        ""priceCurrency"": ""EUR"",
        ""price"": 6.62,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""EUR"",
          ""price"": 6.62,
          ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
        ""priceCurrency"": ""USD"",
        ""price"": 7.02,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""USD"",
          ""price"": 7.02,
          ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
        ""priceCurrency"": ""GBP"",
        ""price"": 5.43,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""GBP"",
          ""price"": 5.43,
          ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
        ""priceCurrency"": ""CAD"",
        ""price"": 9.78,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""CAD"",
          ""price"": 9.78,
          ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
        ""priceCurrency"": ""AUD"",
        ""price"": 10.69,
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""AUD"",
          ""price"": 10.69,
          ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
        ""price"": 1340,
        ""priceCurrency"": ""XMC"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMC"",
          ""price"": 1340,
          ""name"": ""Minecoins""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      },
      {
        ""@type"": ""Offer"",
        ""url"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure"",
        ""price"": 1340,
        ""priceCurrency"": ""XMT"",
        ""priceSpecification"": {
          ""@type"": ""UnitPriceSpecification"",
          ""priceCurrency"": ""XMT"",
          ""price"": 1340,
          ""name"": ""Minecraft Tokens (PlayStation™)""
        },
        ""priceValidUntil"": ""2025-10-14T23:59:59.999Z"",
        ""isFamilyFriendly"": true,
        ""availability"": ""https://schema.org/InStock""
      }
    ],
    ""category"": ""Simulation"",
    ""audience"": {
      ""@type"": ""Audience"",
      ""audienceType"": ""Minecraft Bedrock Platforms"",
      ""additionalType"": ""https://schema.org/Game"",
      ""name"": ""Minecraft Bedrock Platforms"",
      ""description"": ""Available on Android, PlayStation, iOS, Nintendo Switch, Oculus, Windows, and Xbox"",
      ""hasAudienceType"": [
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Android"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Android""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on PlayStation"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on PlayStation""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on iOS"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on iOS""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Nintendo Switch"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Nintendo Switch""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Oculus"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Oculus""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Windows"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Windows""
        },
        {
          ""@type"": ""Audience"",
          ""audienceType"": ""Minecraft on Xbox"",
          ""additionalType"": ""https://schema.org/SoftwareApplication"",
          ""name"": ""Minecraft on Xbox""
        }
      ]
    },
    ""potentialAction"": [
      {
        ""@type"": ""BuyAction"",
        ""url"": ""https://www.minecraft.net/marketplace/pdp?id=1e2123b3-ce00-4262-a979-9f407c2a1570""
      },
      {
        ""@type"": ""ViewAction"",
        ""target"": ""https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure""
      }
    ],
    ""aggregateRating"": {
      ""@type"": ""AggregateRating"",
      ""ratingValue"": 4.7,
      ""reviewCount"": 32904
    },
    ""image"": ""https://images.chunk.gg/products/minecraft/wdw-magic-kingdom-adventure/thumbnail-287d571c500fabad-800.jpg""
  }
]",Everbloom Games,,,,,32904,4.7,"Magic,Experience,Animated,Casual,Fantasy",WDW Magic Kingdom Adventure,,https://chunk.gg/@everbloom-games/wdw-magic-kingdom-adventure
Minecraft Mash-Up,Impress,,,,,12648,4.6,"Movie,Monster,Destruction",Godzilla,,https://chunk.gg/@impress/godzilla
Minecraft Mash-Up,Imagiverse,,,,,23181,4.5,"Decorate 10 homes from beach cottage to zen mansion,1000+ furniture choices, including modern and kawaii styles,Custom music,Cute playful pets come to Sakura Shores!,Adopt multiple types of pets, each with different looks.,Take care of them by brushing, feeding and playing ball with them!,Explore the town with your pet to dig up rewards!,Decorate your house with furniture for your pet!,Anime,Modern,Cute,City,Mansion,Furniture,Music",My Life in Sakura Shores,,https://chunk.gg/@imagiverse/my-life-in-sakura-shores
Minecraft Mash-Up,Float Studios,,,,,45394,4.6,"2 new levels, Academy and Abandoned Poolrooms,Neon water,Kitty,6 hidden level keys,New ending,Frank Faceling,Office level re-work,Pipe level updates,Creatures,Escape,Hidden,Horror,Monster,Scary,Secret,Halloween",The Backrooms,,https://chunk.gg/@float-studios/the-backrooms
Minecraft Mash-Up,Spark Universe,,,,,12207,4.5,"Science Fiction,Adventures,Cinematic",Star Wars: Path of the Jedi,,https://chunk.gg/@spark-universe/star-wars-path-of-the-jedi
Minecraft Mash-Up,Team Visionary,,,,,910,4.5,"1.16 HD resource pack,20 HD skins,Large open world with a story,Vehicles,Furniture,Futuristic,Robots,Cyberpunk,City,Story",Cyberpunk Mashup,,https://chunk.gg/@team-visionary/cyberpunk-mashup
Minecraft Mash-Up,Project Moonboot,,,,,6125,4.2,"Full PvP themed texture pack,Low fire and custom crosshair,100+ new particles for floating text,4 PvP / Co-op arenas with themed music,20 PvP inspired skins,Skin,Texture,Swordplay,Destruction,Fighting",PvP Essentials Mash Up,,https://chunk.gg/@project-moonboot/pvp-essentials-mash-up
Minecraft Mash-Up,Team Visionary,,,,,1853,4.3,"10 skins,15 vehicles,16 toy animals,31 toys,Texture pack for 1.16,Cars,Animals,Texture,Skin,Nether,Funny,Colorful,Fantasy",Toys Mashup,,https://chunk.gg/@team-visionary/toys-mashup
